Reactant_1,Reactant_2,Product,Temp_Min,Temp_Max,Pressure_Min,Pressure_Max,Best_Catalyst,Catalyst_Type,Performance,Selectivity,Notes,,,,,,,#NAME?
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,65,105,1,6,Titanium dioxide,Metal Oxide,71,81,"Moderate performance, acts as a mild Lewis acid.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,60,90,1,6,Silver oxide,Metal Oxide,80,90,High yield and selectivity due to Ag⁺'s strong interaction.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,55,85,1,6,Potassium nitrate,Inorganic Salt,64,74,Poor performance due to weak catalytic activity.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,50,80,1,6,Sodium carbonate,Inorganic Base,78,88,High yield and selectivity due to strong basicity and solubility.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,60,100,1,6,Potassium carbonate,Inorganic Base,77,87,"Similar to Na₂CO₃, slightly lower due to larger cation size.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,65,105,1,6,Lithium hydroxide,Inorganic Base,79,89,High yield and selectivity due to strong basicity.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,70,110,1,6,Magnesium sulfate,Inorganic Salt,66,76,"Moderate performance, acts as a mild stabilizer.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,75,115,1,6,Sodium sulfate,Inorganic Salt,63,73,Poor performance due to weak catalytic activity.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,55,90,1,6,Calcium sulfate,Inorganic Salt,61,71,Poor performance due to low solubility.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,60,100,1,6,Zinc sulfate,Inorganic Salt,69,79,"Moderate performance, Zn²⁺ acts as a mild Lewis acid.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,55,85,1,6,Iron sulfate,Inorganic Salt,68,78,"Moderate performance, Fe²⁺ acts as a mild Lewis acid.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,50,80,1,6,Copper sulfate,Inorganic Salt,72,82,"Moderate yield, Cu²⁺ acts as a Lewis acid.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,65,105,1,6,Manganese sulfate,Inorganic Salt,67,77,"Moderate performance, Mn²⁺ acts as a mild Lewis acid.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,60,90,1,6,Lead,Organic Salt,65,75,"Moderate performance, acetate ion stabilizes intermediates.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,70,110,1,6,Barium chloride,Inorganic Salt,64,74,Poor performance due to weak catalytic activity.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,50,80,1,6,Potassium hydroxide,Strong Base,82,92,High yield and selectivity due to strong basicity.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,60,95,1,6,Lithium carbonate,Inorganic Base,76,86,"Moderate yield, acts as a mild base and stabilizes intermediates.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,65,105,1,6,Sodium hydroxide,Strong Base,81,91,High yield and selectivity due to strong basicity.,,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,75,115,1,6,Potassium bicarbonate,Inorganic Base,74,84,"Moderate yield, acts as a mild base and stabilizes intermediates.",,,,,,,
"1,2-Dibromoethane",Calcium hydroxide,Ethyl alcohol,50,80,1,6,Calcium oxide,Metal Oxide,77,87,High yield and selectivity due to strong basicity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,40,80,1,6,Tetrahydrofuran,Solvent,60,70,"Poor performance, acts mainly as a solvent with minimal catalytic effect.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Sodium hydroxide,Strong Base,85,92,High yield and selectivity due to strong basicity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Potassium carbonate,Inorganic Base,80,88,High yield and selectivity due to strong basicity and solubility.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,45,85,1,6,Acetone,Solvent,55,65,"Poor performance, acts mainly as a solvent with minimal catalytic effect.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Sodium acetate,Inorganic Salt,70,80,"Moderate yield, acts as a mild base and stabilizes intermediates.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Diethylamine,Organic Base,75,85,Good yield and selectivity due to mild basicity and coordination.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,70,110,1,6,Methanol,Solvent,58,68,"Poor performance, acts mainly as a solvent with minimal catalytic effect.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,65,105,1,6,Potassium iodide,Inorganic Salt,72,82,"Moderate performance, iodide ion stabilizes intermediates.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Sodium sulfate,Inorganic Salt,62,72,Poor performance due to weak catalytic activity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,45,85,1,6,Copper,Metal Salt,78,86,"Good yield, Cu⁺ acts as a Lewis acid.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Calcium chloride,Inorganic Salt,68,78,"Moderate performance, acts as a mild Lewis acid.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,65,105,1,6,Zinc chloride,Lewis Acid,76,84,"Moderate yield, Zn²⁺ acts as a Lewis acid.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,55,95,1,6,Aluminum chloride,Lewis Acid,82,90,High yield and selectivity due to strong Lewis acidity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,40,80,1,6,Sodium hydride,Strong Base,88,94,Excellent yield and selectivity due to strong basicity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Potassium hydroxide,Strong Base,84,91,High yield and selectivity due to strong basicity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,70,110,1,6,Potassium bromide,Inorganic Salt,74,82,"Moderate performance, bromide ion stabilizes intermediates.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,65,105,1,6,Iron,Lewis Acid,80,88,"Good yield, Fe³⁺ acts as a strong Lewis acid.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Magnesium sulfate,Inorganic Salt,64,74,Poor performance due to weak catalytic activity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,75,115,1,6,Sodium carbonate,Inorganic Base,79,87,High yield and selectivity due to strong basicity and solubility.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Triethylamine,Organic Base,77,85,Good yield and selectivity due to mild basicity and coordination.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Sodium iodide,Inorganic Salt,73,81,"Moderate performance, iodide ion stabilizes intermediates.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,65,105,1,6,Potassium nitrate,Inorganic Salt,61,71,Poor performance due to weak catalytic activity.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Calcium sulfate,Inorganic Salt,60,70,Poor performance due to low solubility.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,70,110,1,6,Barium sulfate,Inorganic Salt,59,69,Poor performance due to very low solubility.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Zinc sulfate,Inorganic Salt,67,77,"Moderate performance, Zn²⁺ acts as a mild Lewis acid.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,55,95,1,6,Toluene,Solvent,57,67,"Poor performance, acts mainly as a solvent with minimal catalytic effect.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Ethyl acetate,Solvent,63,73,"Poor performance, acts mainly as a solvent with minimal catalytic effect.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Sodium chloride,Inorganic Salt,65,75,"Moderate performance, acts as a mild stabilizer.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,40,80,1,6,Acetonitrile,Solvent,56,66,"Poor performance, acts mainly as a solvent with minimal catalytic effect.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,60,100,1,6,Dimethyl sulfoxide,Solvent,70,80,"Moderate performance, acts as a stabilizer and mild catalyst.",,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,65,105,1,6,Pyridine,Organic Base,74,82,Good yield and selectivity due to mild basicity and coordination.,,,,,,,
"1,2-Dibromoethane",Ethanol,Ethyl bromide,50,90,1,6,Butyl acetate,Solvent,62,72,"Poor performance, acts mainly as a solvent with minimal catalytic effect.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,120,150,1,6,Palladium on carbon,Metal Catalyst,95,98,"Excellent yield and selectivity, Pd is highly effective for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,125,155,1,6,Platinum,Metal Catalyst,94,97,"Outstanding performance, Pt is highly active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,130,160,1,6,Nickel,Metal Catalyst,90,95,"High yield and selectivity, Ni is a cost-effective hydrogenation catalyst.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,135,165,1,6,Ruthenium,Metal Catalyst,92,96,"Excellent performance, Ru is highly active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,140,170,1,6,Rhodium,Metal Catalyst,93,97,"Outstanding yield and selectivity, Rh is highly effective.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,145,175,1,6,Cobalt,Metal Catalyst,85,90,"Good yield and selectivity, Co is a cost-effective catalyst.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,150,180,1,6,Copper,Metal Catalyst,75,85,"Moderate performance, Cu is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,155,185,1,6,Iron,Metal Catalyst,80,88,"Good yield, Fe is cost-effective but less selective.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,160,190,1,6,Molybdenum,Metal Catalyst,70,80,"Moderate performance, Mo is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,165,195,1,6,Vanadium,Metal Catalyst,68,78,"Moderate performance, V is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,170,200,1,6,Tungsten,Metal Catalyst,65,75,"Moderate performance, W is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,175,205,1,6,Silver,Metal Catalyst,60,70,"Poor performance, Ag is not very active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,180,210,1,6,Gold,Metal Catalyst,55,65,"Poor performance, Au is not very active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,185,215,1,6,Lanthanum,Metal Catalyst,72,82,"Moderate performance, La is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,190,220,1,6,Cerium,Metal Catalyst,74,84,"Moderate performance, Ce is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,195,225,1,6,Iridium,Metal Catalyst,91,96,"Excellent performance, Ir is highly active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,200,230,1,6,Zinc oxide,Metal Oxide,65,75,"Moderate performance, ZnO is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,205,235,1,6,Tin,Metal Catalyst,70,80,"Moderate performance, Sn is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,210,240,1,6,Chromium oxide,Metal Oxide,68,78,"Moderate performance, Cr₂O₃ is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,215,245,1,6,Manganese,Metal Catalyst,66,76,"Moderate performance, Mn is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,220,250,1,6,Magnesium oxide,Metal Oxide,62,72,"Poor performance, MgO is not very active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,225,255,1,6,Titanium dioxide,Metal Oxide,64,74,"Poor performance, TiO₂ is not very active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,230,260,1,6,Boron trifluoride,Lewis Acid,50,60,"Poor performance, BF₃ is not suitable for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,235,265,1,6,Hafnium,Metal Catalyst,71,81,"Moderate performance, Hf is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,240,270,1,6,Yttrium,Metal Catalyst,69,79,"Moderate performance, Y is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,245,275,1,6,Neodymium,Metal Catalyst,73,83,"Moderate performance, Nd is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,250,280,1,6,Gadolinium,Metal Catalyst,70,80,"Moderate performance, Gd is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,255,285,1,6,Tantalum,Metal Catalyst,72,82,"Moderate performance, Ta is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen,Ethane,260,290,1,6,Gallium,Metal Catalyst,67,77,"Moderate performance, Ga is less active for hydrogenation.",,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,50,80,1,6,Anhydrous zinc chloride,Lewis acid,92%,95%,Highly effective for halogen exchange reactions.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,55,85,1,6,Aluminum chloride,Lewis acid,88%,90%,"Strong Lewis acid, good for Friedel-Crafts type reactions.",,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,60,90,1,6,Ferric chloride,Lewis acid,85%,88%,"Moderate yield, good selectivity for halogen exchange.",,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,65,95,1,6,Sodium chloride,Inert salt,10%,15%,Poor catalyst for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,70,100,1,6,Potassium chloride,Inert salt,12%,18%,Ineffective for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,50,80,1,6,Ammonium chloride,Weak acid,20%,25%,Low yield and selectivity.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,55,85,1,6,Calcium chloride,Inert salt,15%,20%,Not suitable for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,60,90,1,6,Copper chloride,Transition metal salt,75%,80%,"Moderate performance, good for halogen exchange.",,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,65,95,1,6,Magnesium chloride,Alkaline earth metal salt,70%,75%,"Fair performance, but not optimal.",,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,70,100,1,6,Tin chloride,Lewis acid,80%,85%,Good yield and selectivity for halogen exchange.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,50,80,1,6,Lead chloride,Toxic metal salt,65%,70%,Toxic and less efficient.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,55,85,1,6,Zinc oxide,Metal oxide,50%,60%,Poor performance for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,60,90,1,6,Aluminum oxide,Metal oxide,40%,50%,Not effective for halogen exchange.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,65,95,1,6,Calcium carbonate,Carbonate,5%,10%,Ineffective catalyst.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,70,100,1,6,Potassium carbonate,Carbonate,8%,12%,Not suitable for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,50,80,1,6,Ferric sulfate,Transition metal salt,60%,65%,"Moderate performance, but not ideal.",,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,55,85,1,6,Barium chloride,Alkaline earth metal salt,25%,30%,Low yield and selectivity.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,60,90,1,6,Potassium bromide,Inert salt,18%,22%,Poor catalyst for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,65,95,1,6,Sodium bicarbonate,Weak base,5%,8%,Ineffective for halogen exchange.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,70,100,1,6,Magnesium sulfate,Alkaline earth metal salt,10%,15%,Not suitable for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,50,80,1,6,Zinc sulfate,Transition metal salt,30%,35%,Low performance.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,55,85,1,6,Copper sulfate,Transition metal salt,55%,60%,"Moderate yield, but not optimal.",,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,60,90,1,6,Manganese chloride,Transition metal salt,70%,75%,Fair performance for halogen exchange.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,65,95,1,6,Sodium sulfate,Inert salt,5%,10%,Ineffective catalyst.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,70,100,1,6,Potassium nitrate,Oxidizing agent,2%,5%,Not suitable for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,50,80,1,6,Sodium phosphate,Weak base,3%,7%,Ineffective for halogen exchange.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,55,85,1,6,Calcium sulfate,Inert salt,4%,8%,Poor catalyst.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,60,90,1,6,Barium sulfate,Inert salt,1%,3%,Ineffective for this reaction.,,,,,,,
"1,2-Dibromoethane",Hydrogen chloride,Ethyl chloride,65,95,1,6,Strontium chloride,Alkaline earth metal salt,35%,40%,Low yield and selectivity.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,70,1,6,Diethyl ether,Solvent,80%,85%,"Acts as a solvent and stabilizer for LiAlH₄, improving yield and selectivity.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,75,1,6,Tetrahydrofuran,Solvent,85%,90%,"Excellent solvent for LiAlH₄, enhances reaction efficiency.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,80,1,6,Ether,Solvent,82%,88%,"Similar to diethyl ether, good for stabilizing LiAlH₄.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,85,1,6,Dimethyl ether,Solvent,78%,84%,Moderate performance as a solvent for this reaction.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,90,1,6,Boron trifluoride,Lewis acid,70%,75%,"Acts as a Lewis acid, but not ideal for this reduction reaction.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,95,1,6,Magnesium bromide,Lewis acid,65%,70%,"Moderate performance, not optimal for this reaction.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,100,1,6,Sodium borohydride,Reducing agent,60%,65%,"Weaker reducing agent compared to LiAlH₄, lower yield.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,105,1,6,Zinc chloride,Lewis acid,75%,80%,"Good for stabilizing intermediates, but not optimal for reduction.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,110,1,6,Aluminum chloride,Lewis acid,72%,78%,"Strong Lewis acid, but not suitable for this reduction reaction.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,115,1,6,Titanium tetrachloride,Lewis acid,68%,73%,"Moderate performance, not ideal for this reaction.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,120,1,6,Sodium methoxide,Strong base,50%,55%,"Not suitable for reduction reactions, may cause side reactions.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,125,1,6,Cesium carbonate,Weak base,40%,45%,Ineffective for this reaction.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,130,1,6,Potassium tert-butoxide,Strong base,45%,50%,Not suitable for reduction reactions.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,135,1,6,Boron hydride,Reducing agent,88%,92%,"Excellent reducing agent, but highly reactive and hazardous.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,140,1,6,Chromium,Transition metal salt,60%,65%,"Moderate performance, not ideal for this reaction.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,145,1,6,Zinc acetate,Transition metal salt,55%,60%,Low performance for this reaction.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,150,1,6,Vanadium pentoxide,Metal oxide,30%,35%,Ineffective for this reaction.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,155,1,6,Lanthanum oxide,Metal oxide,35%,40%,Poor performance for this reaction.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,160,1,6,Molybdenum disulfide,Transition metal sulfide,50%,55%,Not suitable for this reaction.,,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,165,1,6,Hafnium chloride,Transition metal salt,65%,70%,"Moderate performance, but not optimal.",,,,,,,
"1,2-Dibromoethane",Lithium aluminum hydride,Ethanol,40,170,1,6,Samarium,Lanthanide salt,75%,80%,Good performance for reduction reactions.,,,,,,,
